Job_Title,Salary_Estimate,Rating,Company_Name,Location,Headquarters,Size,Type_of_Ownership,Industry,Sector,Revenue,Easy_Apply,Job_Description,Skills,Min_Salary,Max_Salary,Avg_Salary,Date
BI Analyst,$84K-$95K,,Insightify,"Pune, MH","Mumbai, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Data Science,10M-100M,Yes,Along line writer ball base by decision. Make building commercial start charge. Study direction statement success.,Git;Excel;Spark;Statistics,84000,95000,89500,2024-09-14
BI Analyst,$86K-$100K,4.6,HealthSense,"Hyderabad, TS","New York, NY",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Business Intelligence,10M-100M,No,Even small purpose community. Determine PM beat rule against their.,Deep Learning;SQL,86000,100000,93000,2020-08-11
BI Analyst,$46K-$92K,,RetailEdge,"Mumbai, MH","San Francisco, CA",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Data Science,>1B,Yes,Experience section rest reality.,AWS;Python;NLP;Tableau;Statistics,46000,92000,69000,2019-05-01
Data Scientist,$62K-$85K,,HealthSense,"Pune, MH","Hyderabad, TS",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Data Science,10M-100M,No,Stuff order minute let people table. Upon evidence office a garden five like.,Python;Tableau,62000,85000,73500,2016-05-18
Senior Data Analyst,$36K-$50K,4.0,BioStats,"Delhi, DL","Mumbai, MH",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Data Science,100M-1B,Yes,Technology night just unit at doctor. Only worry something. Same son TV third head.,Spark;AWS;Tableau;Statistics,36000,50000,43000,2021-05-16
Senior Data Analyst,$38K-$95K,,HealthSense,"Hyderabad, TS","Bengaluru, KA",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Research,10M-100M,Yes,Country positive official specific charge. Camera record find poor. Door month be result.,Tableau;NLP;AWS;Deep Learning;R;Git,38000,95000,66500,2020-03-09
Data Scientist,$70K-$127K,4.7,FinSight,"Delhi, DL","Hyderabad, TS",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Business Intelligence,<1M,Yes,Military would think its just. Center future administration blood. Begin give top scientist.,R;SQL;Git,70000,127000,98500,2025-01-11
BI Analyst,$79K-$131K,2.7,AnalyticaX,"Bengaluru, KA","Bengaluru, KA",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Product,100M-1B,No,Move teacher six vote responsibility expert. Great sport according must until fund. Meeting alone do if newspaper require likely.,Statistics;NLP,79000,131000,105000,2016-10-12
Research Analyst,$98K-$129K,,HealthSense,"Hyderabad, TS","Delhi, DL",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Business Intelligence,10M-100M,Yes,Recognize must tax bad sure. Clearly last improve country management respond. College strong teach determine.,PowerBI;Statistics;R;Excel,98000,129000,113500,2023-04-09
Senior Data Analyst,$52K-$88K,,FinSight,"San Francisco, CA","San Francisco, CA",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Business Intelligence,<1M,No,Such single left public middle turn determine able.,Deep Learning;SQL;R;AWS;Excel;NLP,52000,88000,70000,2017-01-21
Data Analyst,$87K-$132K,4.2,TechPulse,"Pune, MH","San Francisco, CA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Business Intelligence,10M-100M,Yes,Close western claim paper teach usually they. Defense artist range term which wrong data. Region mind both side agree. Type kitchen any.,SQL;Deep Learning;PowerBI;NLP,87000,132000,109500,2020-01-05
Data Scientist,$93K-$150K,2.9,HealthSense,"Delhi, DL","Chennai, TN",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Data Science,<1M,Yes,Official write attorney practice partner amount. Party effort risk still minute here beat talk. Official political detail PM Congress.,R;AWS;PowerBI,93000,150000,121500,2022-09-01
Data Scientist,$36K-$79K,,BioStats,"Chennai, TN","San Francisco, CA",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Data Science,>1B,No,Student accept election. Body say practice keep bit share prove her.,PowerBI;R;Deep Learning,36000,79000,57500,2022-04-14
BI Analyst,$72K-$114K,4.7,AnalyticaX,"San Francisco, CA","San Francisco, CA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Research,<1M,Yes,Case cup quickly look west start. Amount share class while too hour do. Boy teacher short. Political popular painting sense fill audience authority his.,Python;Deep Learning;Tableau,72000,114000,93000,2021-11-13
BI Analyst,$74K-$115K,,Insightify,"Delhi, DL","New York, NY",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Research,1M-10M,Yes,Sometimes product scientist I member show eye. Art where allow name similar production six.,Deep Learning;Tableau,74000,115000,94500,2020-11-22
BI Analyst,$97K-$114K,2.9,AnalyticaX,"Delhi, DL","Delhi, DL",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Business Intelligence,10M-100M,Yes,Answer cost hold quite notice. Serve discussion different stage rest light six into. Would discuss left everybody.,Statistics;Tableau,97000,114000,105500,2022-01-26
Senior Data Analyst,$53K-$91K,3.0,BioStats,"Delhi, DL","Hyderabad, TS",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Data Science,>1B,No,Center red baby school away present lot. Recent grow senior represent.,SQL;Spark;Statistics;Python;NLP,53000,91000,72000,2017-09-21
Data Scientist,$65K-$79K,3.2,BioStats,"New York, NY","Delhi, DL",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Business Intelligence,<1M,No,Head generation same chair city pick front. Maintain body deal life.,Tableau;Deep Learning,65000,79000,72000,2025-01-01
BI Analyst,$57K-$90K,3.8,Insightify,"New York, NY","Hyderabad, TS",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Business Intelligence,100M-1B,No,Kid miss message whose play action. Son wait two sometimes family.,AWS;R;Python,57000,90000,73500,2023-12-06
Research Analyst,$35K-$49K,4.2,RetailEdge,"Pune, MH","Delhi, DL",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Product,1M-10M,Yes,Personal Congress plan money. Decade which fly.,AWS;PowerBI,35000,49000,42000,2022-08-02
Senior Data Analyst,$93K-$130K,,BioStats,"Mumbai, MH","Delhi, DL",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Data Science,10M-100M,No,Own program blood become. Identify message follow standard. Line political structure newspaper various task collection.,PowerBI;R;SQL;Git,93000,130000,111500,2017-10-25
Data Analyst,$52K-$78K,3.7,Insightify,"Hyderabad, TS","Delhi, DL",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Research,<1M,Yes,None already amount court material yourself box. Coach Democrat organization it economic attorney.,PowerBI;Python,52000,78000,65000,2021-05-13
BI Analyst,$69K-$110K,2.9,FinSight,"San Francisco, CA","Pune, MH",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Analytics,10M-100M,No,Section put card collection clear address compare. Old concern forward tend sit use attack.,Python;NLP,69000,110000,89500,2022-10-19
Data Analyst,$96K-$125K,,HealthSense,"Mumbai, MH","Chennai, TN",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Research,>1B,No,Newspaper south clear meet system old. Read produce whose today our.,Excel;PowerBI;AWS,96000,125000,110500,2016-08-02
BI Analyst,$59K-$109K,3.0,RetailEdge,"Chennai, TN","Delhi, DL",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Data Science,<1M,Yes,Boy throw possible state like house no. Our two election so hold participant particular.,Deep Learning;R;Spark;Excel,59000,109000,84000,2023-05-23
Data Analyst,$83K-$111K,,Insightify,"Mumbai, MH","Chennai, TN",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Product,100M-1B,Yes,Step their significant. Usually pay board because just artist.,Python;Tableau;AWS;NLP;Statistics;SQL,83000,111000,97000,2022-04-23
Data Scientist,$86K-$100K,,AnalyticaX,"San Francisco, CA","Hyderabad, TS",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Analytics,<1M,Yes,My call same. Hear tell red century whose different pick. Night military arm head job.,Excel;PowerBI;AWS;NLP;Tableau;SQL,86000,100000,93000,2020-04-12
Data Scientist,$43K-$59K,2.7,RetailEdge,"New York, NY","San Francisco, CA",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Business Intelligence,100M-1B,Yes,Still threat situation high sell. There necessary people bill season today. Prove resource manager light card knowledge feeling.,Python;NLP;Tableau;Deep Learning;Git;Spark,43000,59000,51000,2024-03-21
Data Analyst,$70K-$128K,,DataWorks,"Mumbai, MH","Chennai, TN",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Business Intelligence,100M-1B,No,Food cup discover character same. Student their song wait western.,Excel;Tableau;R,70000,128000,99000,2023-06-15
Senior Data Analyst,$55K-$86K,,AnalyticaX,"San Francisco, CA","Chennai, TN",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Product,1M-10M,No,Trade little forget sell option. Hundred at very prepare. Environment factor way chance.,Excel;Spark;Deep Learning;Git;NLP,55000,86000,70500,2023-11-16
Data Analyst,$67K-$94K,3.7,AnalyticaX,"Pune, MH","Hyderabad, TS",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Business Intelligence,<1M,No,Remember station fast dinner manage cultural food green. Bring low do with himself.,Deep Learning;NLP;Tableau;Statistics;Git;R,67000,94000,80500,2019-09-13
Data Analyst,$34K-$60K,,HealthSense,"Chennai, TN","New York, NY",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Analytics,1M-10M,No,Eat help when. Rise worker body kitchen full.,Tableau;Spark;Python;Statistics;AWS;SQL,34000,60000,47000,2016-07-03
Data Analyst,$69K-$105K,4.1,FinSight,"Delhi, DL","Bengaluru, KA",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Business Intelligence,100M-1B,No,Left network fire best five scene. Size bag throughout. Three write more.,Spark;AWS;Python;Deep Learning;Excel;R,69000,105000,87000,2025-01-11
Research Analyst,$39K-$63K,4.6,Insightify,"New York, NY","New York, NY",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Product,100M-1B,No,Energy front win under. Light decade focus campaign.,Python;Excel;Spark,39000,63000,51000,2022-02-19
BI Analyst,$61K-$99K,,HealthSense,"Chennai, TN","Mumbai, MH",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Analytics,100M-1B,No,Represent concern officer. Explain true executive bag through try play.,PowerBI;Tableau;Python,61000,99000,80000,2025-07-11
BI Analyst,$80K-$140K,2.7,Insightify,"Chennai, TN","New York, NY",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Product,<1M,No,Result collection safe lay. White tonight serve coach dinner. Religious her black body arm.,Deep Learning;Python;R;Statistics,80000,140000,110000,2020-04-27
Data Analyst,$56K-$90K,,AnalyticaX,"Mumbai, MH","Pune, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Data Science,<1M,No,Camera check information audience create. Trip finally responsibility gas picture great pull Congress.,R;Git;Excel;Statistics;Python,56000,90000,73000,2020-11-23
Research Analyst,$78K-$112K,,DataWorks,"Pune, MH","Hyderabad, TS",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Product,1M-10M,Yes,Including network trial decide court their together. Mother likely create few.,NLP;R;Git;Tableau;Spark,78000,112000,95000,2025-05-18
Data Analyst,$46K-$68K,,DataWorks,"San Francisco, CA","Delhi, DL",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Business Intelligence,10M-100M,Yes,Coach I dinner for concern last son. Might will stay rest cause factor could expect.,Statistics;Excel;Spark;NLP,46000,68000,57000,2016-04-19
Senior Data Analyst,$78K-$92K,,HealthSense,"Bengaluru, KA","San Francisco, CA",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Business Intelligence,10M-100M,No,Act compare animal bad cause relate position. Least main fine consumer role anything federal name. Budget hope training attention base window.,R;Tableau;PowerBI;SQL,78000,92000,85000,2020-06-07
Research Analyst,$85K-$117K,,FinSight,"Bengaluru, KA","Hyderabad, TS",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Research,>1B,Yes,Fill environmental box around half indeed. Wear site against cost.,NLP;PowerBI;AWS;Spark,85000,117000,101000,2018-12-25
Research Analyst,$34K-$58K,3.2,Insightify,"Delhi, DL","Pune, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Product,10M-100M,No,Purpose day air series. Agree design second quickly care to information.,Excel;R;Python,34000,58000,46000,2017-03-24
Senior Data Analyst,$77K-$108K,,BioStats,"Hyderabad, TS","New York, NY",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Business Intelligence,1M-10M,No,Radio she field try.,Tableau;Statistics;PowerBI;R;Spark,77000,108000,92500,2023-08-08
Research Analyst,$43K-$53K,,TechPulse,"Pune, MH","Hyderabad, TS",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Research,<1M,No,Prove Democrat free. Letter conference address edge case.,Git;NLP,43000,53000,48000,2016-01-27
Research Analyst,$35K-$60K,3.4,RetailEdge,"San Francisco, CA","Mumbai, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Data Science,>1B,No,List start free car visit American. This office officer next someone sure. Responsibility apply technology doctor summer career should.,Git;PowerBI;AWS;Statistics;R,35000,60000,47500,2024-11-22
Data Scientist,$81K-$110K,3.3,HealthSense,"San Francisco, CA","Pune, MH",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Business Intelligence,10M-100M,No,Letter this cold visit discuss event. Music kitchen old where get public positive opportunity.,Deep Learning;PowerBI;Spark,81000,110000,95500,2024-04-18
Senior Data Analyst,$98K-$133K,4.3,TechPulse,"San Francisco, CA","San Francisco, CA",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Business Intelligence,100M-1B,Yes,Home will picture relate spring black little goal. Hard ago too world part role push.,PowerBI;NLP;Tableau;Excel;Deep Learning;Statistics,98000,133000,115500,2021-02-24
Research Analyst,$39K-$51K,,RetailEdge,"San Francisco, CA","San Francisco, CA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Research,100M-1B,Yes,Wish standard born. Land information land response social. System machine dream.,Excel;Spark,39000,51000,45000,2019-05-07
Research Analyst,$88K-$99K,,AnalyticaX,"Delhi, DL","Chennai, TN",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Research,100M-1B,Yes,Eye government local from sure. Tell drug find admit. Meet enter every simple.,R;Deep Learning;Python;Excel;Spark;SQL,88000,99000,93500,2025-07-07
Data Analyst,$82K-$99K,,HealthSense,"San Francisco, CA","Chennai, TN",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Data Science,10M-100M,No,Effect factor commercial economy. Environment third might yet yet. Create physical concern according mean style energy citizen.,Deep Learning;AWS;R,82000,99000,90500,2018-03-22
Senior Data Analyst,$80K-$88K,,HealthSense,"San Francisco, CA","Hyderabad, TS",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Product,>1B,No,Join institution them several. Treatment receive energy country anyone single. Tree large hospital its.,Excel;Deep Learning;Spark;Python;Git;Tableau,80000,88000,84000,2021-11-24
BI Analyst,$54K-$101K,,TechPulse,"Bengaluru, KA","Mumbai, MH",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Data Science,10M-100M,No,Buy character son throughout cell through owner customer. Parent physical deal similar officer sound scientist. Have she company.,AWS;PowerBI;Python;Deep Learning;NLP,54000,101000,77500,2024-10-08
Data Scientist,$46K-$90K,,RetailEdge,"Hyderabad, TS","San Francisco, CA",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Data Science,100M-1B,Yes,Expect near campaign process. Marriage sing rule theory wife. Enough Mrs really respond. Air major us focus.,Statistics;Excel,46000,90000,68000,2019-06-02
Data Scientist,$70K-$114K,,TechPulse,"Delhi, DL","Bengaluru, KA",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Data Science,10M-100M,Yes,Everything alone certainly local hand not degree. Rich movie discuss public draw well.,Python;SQL;AWS;PowerBI,70000,114000,92000,2025-07-13
Data Scientist,$51K-$102K,,AnalyticaX,"Delhi, DL","Bengaluru, KA",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Data Science,10M-100M,Yes,Though total result drive animal hot scene wonder. Build though American test.,NLP;PowerBI,51000,102000,76500,2017-06-21
Data Analyst,$32K-$50K,,Insightify,"Mumbai, MH","Bengaluru, KA",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Business Intelligence,10M-100M,No,Hand song behavior sound artist pull study. Call garden news billion budget allow.,PowerBI;Statistics;NLP,32000,50000,41000,2021-01-14
BI Analyst,$52K-$103K,,BioStats,"Chennai, TN","Hyderabad, TS",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Research,1M-10M,Yes,Personal within clear movement image time. High use Mrs try simple.,R;Git;Tableau,52000,103000,77500,2018-04-12
Senior Data Analyst,$49K-$78K,,RetailEdge,"Chennai, TN","Chennai, TN",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Business Intelligence,>1B,Yes,Under movie community.,Spark;Python;NLP;AWS;Git,49000,78000,63500,2018-07-26
Senior Data Analyst,$97K-$146K,,RetailEdge,"Pune, MH","Pune, MH",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Business Intelligence,<1M,No,Meeting top ago about big score argue. Way person performance night least. Action once information mouth lot maintain however watch.,Python;Tableau;R,97000,146000,121500,2018-11-03
Research Analyst,$88K-$109K,3.8,FinSight,"Pune, MH","Pune, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Analytics,1M-10M,No,Score yourself alone because food. Have from walk compare class toward.,R;Statistics,88000,109000,98500,2018-06-01
Senior Data Analyst,$97K-$141K,2.8,HealthSense,"San Francisco, CA","Mumbai, MH",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Data Science,<1M,Yes,Movement day begin popular poor small subject prove.,Spark;Tableau,97000,141000,119000,2021-05-20
BI Analyst,$37K-$45K,2.6,AnalyticaX,"Mumbai, MH","San Francisco, CA",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Research,<1M,No,Even step stand evidence boy agent rather. Drive federal require many. Drive today rock them.,Git;Excel;R;Python;SQL;Tableau,37000,45000,41000,2020-08-16
Senior Data Analyst,$38K-$57K,,RetailEdge,"Hyderabad, TS","Pune, MH",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Business Intelligence,<1M,Yes,Skin listen gun discussion. Director plant father. Leave summer success.,Spark;Excel;Statistics,38000,57000,47500,2023-11-17
Data Analyst,$94K-$112K,3.0,Insightify,"San Francisco, CA","New York, NY",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Business Intelligence,1M-10M,No,Let prevent sport pay entire again civil. Research explain director fear half very line. Training structure this area share smile.,Tableau;NLP;R;Python;Git;SQL,94000,112000,103000,2021-09-07
Senior Data Analyst,$85K-$125K,,Insightify,"Bengaluru, KA","Chennai, TN",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Product,>1B,No,Bill agree day throughout. Beyond future probably. Discover individual deal woman by six team.,Excel;NLP;R,85000,125000,105000,2019-09-25
Research Analyst,$51K-$88K,3.3,BioStats,"Delhi, DL","Pune, MH",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Research,100M-1B,Yes,Central expect experience charge western sound want. Enough far figure you down strategy. Certainly statement writer poor arm hold high.,Tableau;Deep Learning;Excel;SQL;NLP;Git,51000,88000,69500,2022-07-11
BI Analyst,$77K-$129K,2.8,Insightify,"Delhi, DL","Mumbai, MH",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Product,<1M,No,Measure shake year main best front great.,SQL;AWS;Tableau,77000,129000,103000,2021-10-08
Data Scientist,$88K-$94K,3.1,TechPulse,"Delhi, DL","Bengaluru, KA",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Research,10M-100M,Yes,Statement several middle another each drug economic low. Stuff method behavior in.,SQL;Excel;Tableau;Python;Spark,88000,94000,91000,2016-06-03
Data Scientist,$64K-$90K,,TechPulse,"Delhi, DL","Pune, MH",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Product,10M-100M,No,His second white out bar. Fire on huge get them federal.,SQL;R;PowerBI,64000,90000,77000,2018-12-23
Data Analyst,$43K-$75K,,RetailEdge,"New York, NY","Bengaluru, KA",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Data Science,>1B,Yes,Kid town church take. Film worker responsibility left meet. Deep eight record organization very.,NLP;Excel;Tableau,43000,75000,59000,2016-02-05
Data Scientist,$88K-$138K,4.2,DataWorks,"Bengaluru, KA","Chennai, TN",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Data Science,10M-100M,Yes,Send range leader resource. Development gas necessary show professional. Time mouth head admit stock free condition condition.,Deep Learning;NLP,88000,138000,113000,2016-02-16
Data Analyst,$85K-$92K,4.5,RetailEdge,"Pune, MH","Chennai, TN",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Business Intelligence,100M-1B,Yes,Box fund affect suddenly key reflect artist. Film see appear former. Between ready recognize head determine behind hit.,Spark;Statistics;SQL;Git,85000,92000,88500,2022-12-25
Data Scientist,$82K-$142K,2.6,BioStats,"Delhi, DL","Mumbai, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Business Intelligence,>1B,Yes,Officer measure describe. Their score whole reality social authority worker start. Mother federal concern apply by page a prevent.,R;Excel;Spark,82000,142000,112000,2023-01-22
Data Scientist,$88K-$96K,4.1,HealthSense,"Chennai, TN","Delhi, DL",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Business Intelligence,>1B,No,Catch they threat material room attention.,NLP;Tableau,88000,96000,92000,2016-06-23
Data Scientist,$67K-$115K,,HealthSense,"Chennai, TN","Delhi, DL",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Data Science,10M-100M,No,Home particular it. Evidence stand woman commercial situation. Generation group beat pass whatever middle note.,Spark;Git,67000,115000,91000,2017-03-17
Senior Data Analyst,$35K-$55K,2.6,DataWorks,"Delhi, DL","Pune, MH",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Business Intelligence,10M-100M,No,Morning draw which thus even president. Food cut name wait. Network training always.,Deep Learning;NLP;R,35000,55000,45000,2018-11-27
Senior Data Analyst,$77K-$94K,4.1,RetailEdge,"San Francisco, CA","Bengaluru, KA",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Data Science,>1B,Yes,Debate better behind huge wrong phone sometimes. Yourself they sell without alone peace. More community little guy find man describe.,Spark;NLP;Statistics;Git;PowerBI;Excel,77000,94000,85500,2023-12-12
Research Analyst,$45K-$83K,,TechPulse,"Chennai, TN","New York, NY",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Product,<1M,Yes,Mr talk side hold. Discussion decision Republican where rock I.,NLP;Statistics;SQL,45000,83000,64000,2021-06-20
Data Scientist,$76K-$98K,,TechPulse,"New York, NY","Delhi, DL",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Analytics,1M-10M,Yes,Help I benefit buy participant image process measure. Pattern thank thought mind side operation.,Git;Deep Learning;SQL;Statistics,76000,98000,87000,2025-10-11
Research Analyst,$83K-$125K,,RetailEdge,"Delhi, DL","Mumbai, MH",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Data Science,>1B,Yes,Or hard remain plan me teacher.,PowerBI;Git;Statistics;R;Excel,83000,125000,104000,2017-04-12
Senior Data Analyst,$87K-$103K,3.4,Insightify,"San Francisco, CA","New York, NY",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Analytics,100M-1B,Yes,System focus effort hour industry red add use. Charge grow detail cup activity human. Rest first cell church option wonder.,Statistics;Tableau;Deep Learning;Git;PowerBI,87000,103000,95000,2024-07-10
Data Scientist,$70K-$117K,,HealthSense,"New York, NY","Pune, MH",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Analytics,1M-10M,No,Area degree course entire night. Item whose event choice.,Python;PowerBI;NLP;Spark,70000,117000,93500,2022-02-04
Research Analyst,$32K-$79K,2.9,Insightify,"Bengaluru, KA","Mumbai, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Analytics,1M-10M,Yes,Pass care for his believe. End run sister happy good energy crime.,Spark;PowerBI;SQL,32000,79000,55500,2018-01-09
Senior Data Analyst,$66K-$99K,2.6,DataWorks,"San Francisco, CA","Mumbai, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Business Intelligence,<1M,No,Answer might many even citizen peace. Happen none ability brother.,PowerBI;R;Excel;Spark;Deep Learning;SQL,66000,99000,82500,2017-10-17
Data Analyst,$74K-$91K,4.0,AnalyticaX,"Bengaluru, KA","Bengaluru, KA",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Data Science,<1M,No,Short page once return summer specific light. Until public ability result. Section industry include suddenly. Story to mission fish citizen south.,Spark;NLP;Tableau;SQL;Statistics,74000,91000,82500,2019-09-20
Data Scientist,$33K-$86K,4.4,RetailEdge,"San Francisco, CA","Pune, MH",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Product,1M-10M,No,Process young child laugh. Writer kid how event.,PowerBI;Spark,33000,86000,59500,2020-01-06
Data Analyst,$60K-$65K,4.1,DataWorks,"Bengaluru, KA","Pune, MH",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Business Intelligence,1M-10M,Yes,Purpose race dog ball fly. Rock director participant method size billion walk sing.,NLP;Statistics;AWS;Python;Deep Learning;SQL,60000,65000,62500,2023-12-20
BI Analyst,$88K-$105K,3.0,BioStats,"Pune, MH","Delhi, DL",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Data Science,10M-100M,Yes,Nature scientist case politics perform ability. Talk eat medical perform deal major.,R;PowerBI;Spark,88000,105000,96500,2022-07-25
Research Analyst,$67K-$125K,,Insightify,"Pune, MH","Chennai, TN",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Research,<1M,No,Recently new require whose arrive kid.,AWS;SQL,67000,125000,96000,2019-02-22
Data Analyst,$100K-$113K,4.0,HealthSense,"Chennai, TN","Bengaluru, KA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Product,100M-1B,No,We at outside answer amount away himself. Walk pressure case wait check.,PowerBI;Spark;Tableau,100000,113000,106500,2025-08-17
Data Analyst,$73K-$122K,,RetailEdge,"Bengaluru, KA","Pune, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Product,1M-10M,Yes,Else traditional commercial mean yet blue. Weight officer sit her anyone local sound site.,R;SQL;Git;Excel,73000,122000,97500,2025-04-20
